epoch,acc,loss,val_acc,val_loss
0,0.0025791325504866463,34.253778867732741,0.0046904316594855644,33.563001092334623
0,0.0035169989324817905,34.741334318583625,0.0075046906551769037,30.946292145390895
0,0.0028135991459854325,30.446088231881646,0.0075046906411983284,30.125194186341247
0,0.0037514655279805762,35.992644439464719,0.0046904316594855644,29.35821509942776
0,0.0058616648874696507,32.034080546514367,0.0056285179913826778,27.570881798835455
0,0.0023446659549878602,30.694682873706885,0.0028142589956913389,27.46791469938983
0,0.0039859321234793623,30.661864151680735,0.0056285179913826778,27.871564500103748
0,0.0030480657414842182,30.42317716189314,0.0037523453275884518,27.283027584512507
0,0.0051582651009732926,30.318113333734509,0.0056285179913826778,27.680313815319067
0,0.0035169989324817905,30.181899117025932,0.0028142589956913389,26.977538339639917
0,0.0039859321234793623,30.337322189939261,0.0065666043232797903,27.012323046714684
0,0.0028135991459854325,30.102174491032628,0.0028142589956913389,27.028361536995778
0,0.0037514655279805762,29.91931252384521,0.0018761726637942259,26.823473438313037
0,0.0039859321234793623,29.94153001165893,0.011257035982765356,26.767739956195538
0,0.0046893319099757204,29.718298318377691,0.0046904316594855644,26.746086983027645
0,0.0039859321234793623,29.576319363360387,0.0018761726637942259,26.911528331477466
0,0.0030480657414842182,29.52458638887752,0.0028142589956913389,27.103529667093873
0,0.0044548653144769346,29.617928528422347,0.0018761726637942259,26.665814011450333
0,0.0032825323369830043,29.548490634305537,0.0037523453275884518,26.420220562933086
0,0.0053927316964720784,29.395003975961021,0.0018761726498156507,26.465812854874201
0,0.0028135991459854325,29.485831818127828,0.0028142589956913389,26.542424930193189
0,0.0037514655279805762,29.399136132064765,0.0056285179913826778,26.525510673451379
0,0.0039859321234793623,29.49130572803135,0.0037523453275884518,26.275127550450765
0,0.0042203987189781481,29.252685425234009,0.0056285179774041025,26.477957276421236
0,0.0039859321234793623,29.581988916251753,0.0056285179913826778,26.690581438018054
0,0.0023446659549878602,29.432800767905267,0.0065666043232797903,26.482655662980356
0,0.0032825323369830043,29.294414817210797,0.0028142589956913389,26.428592016280927
0,0.0044548653144769346,29.267879198975468,0.0037523453275884518,26.3228436124705
0,0.0030480657414842182,29.217177534382898,0.0028142589956913389,26.499992624680051
0,0.0023446659549878602,29.180059550599506,0.0056285179774041025,26.292945851080862
0,0.0042203987189781481,29.309100843789569,0.0056285179913826778,26.527406180777202
0,0.0025791325504866463,29.260831989856285,0.0056285179913826778,26.242946445830096
0,0.0039859321234793623,29.055281449258676,0.0037523453275884518,26.504583362343162
0,0.0030480657414842182,29.131171290228821,0.00093808633189711296,26.23996821934913
0,0.0042203987189781481,31.95761209020581,0.0,29.692453012233827
0,0.0044548653144769346,29.170053047368004,0.0046904316594855644,26.134331028635909
0,0.0035169989324817905,31.39308657361083,0.0084427769870740171,30.324284770028004
0,0.0028135991459854325,29.162318796960577,0.0037523453136098766,26.431137467862069
0,0.0032825323369830043,31.088035317853635,0.0,29.274202064099054
0,0.0037514655279805762,29.141700005838768,0.0037523453275884518,26.6257582193915
0,0.0032825323369830043,30.901458053320543,0.0,29.639281764934033
0,0.0028135991459854325,29.31977227133855,0.0056285179913826778,26.440889848777097
0,0.002110199359489074,30.753054887384771,0.0,29.074655847746257
0,0.0056271982919708649,28.966300514015476,0.0028142589956913389,26.280642482621584
0,0.0018757327639902881,30.657708566269868,0.0,29.164830513787763
0,0.0039859321234793623,28.999612717220401,0.0037523453275884518,26.142042850687623
0,0.0037514655279805762,30.600830341978622,0.0,29.140006993993364
0,0.0039859321234793623,28.87607174925899,0.0046904316455069891,25.905690724585785
0,0.0035169989324817905,30.74990622865916,0.0028142589956913389,28.82749892801997
0,0.0039859321234793623,29.020429781592885,0.0056285179913826778,26.160192357218961
0,0.0011723329774939301,30.609812056976356,0.0018761726637942259,28.70189869649862
